platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
,,,,,,,degrees_north,degrees_east
SAF,OTN-Global,SAF-MB002,OTN-GlobalSAFSAF-MB002,Underwater mooring,21.0,SAF-MB002,-34.08662,22.19435
SAF,OTN-Global,SAF-MB013,OTN-GlobalSAFSAF-MB013,Underwater mooring,48.0,SAF-MB013,-34.15786,22.24009
SAF,OTN-Global,SAF-FB001,OTN-GlobalSAFSAF-FB001,Underwater mooring,41.0,SAF-FB001,-34.36798,18.81178
SAF,OTN-Global,SAF-MB014,OTN-GlobalSAFSAF-MB014,Underwater mooring,50.0,SAF-MB014,-34.16428,22.24424
SAF,OTN-Global,SAF-AB001,OTN-GlobalSAFSAF-AB001,Underwater mooring,20.0,SAF-AB001,-33.77729,26.31278
SAF,OTN-Global,SAF-AB002,OTN-GlobalSAFSAF-AB002,Underwater mooring,20.0,SAF-AB002,-33.78536,26.31389
SAF,OTN-Global,SAF-AB003,OTN-GlobalSAFSAF-AB003,Underwater mooring,28.0,SAF-AB003,-33.79325,26.3152
SAF,OTN-Global,SAF-AB004,OTN-GlobalSAFSAF-AB004,Underwater mooring,28.0,SAF-AB004,-33.8017,26.31621
SAF,OTN-Global,SAF-AB005,OTN-GlobalSAFSAF-AB005,Underwater mooring,30.0,SAF-AB005,-33.80968,26.31628
SAF,OTN-Global,SAF-AB006,OTN-GlobalSAFSAF-AB006,Underwater mooring,31.0,SAF-AB006,-33.81786,26.31632
SAF,OTN-Global,SAF-AB007,OTN-GlobalSAFSAF-AB007,Underwater mooring,29.0,SAF-AB007,-33.82578,26.31655
SAF,OTN-Global,SAF-MB001,OTN-GlobalSAFSAF-MB001,Underwater mooring,15.0,SAF-MB001,-34.08061,22.1905
SAF,OTN-Global,SAF-HB005,OTN-GlobalSAFSAF-HB005,Underwater mooring,82.0,SAF-HB005,-34.04391,18.27266
SAF,OTN-Global,SAF-MB003,OTN-GlobalSAFSAF-MB003,Underwater mooring,27.0,SAF-MB003,-34.09309,22.1985
SAF,OTN-Global,SAF-MB004,OTN-GlobalSAFSAF-MB004,Underwater mooring,31.0,SAF-MB004,-34.0996,22.20267
SAF,OTN-Global,SAF-MB005,OTN-GlobalSAFSAF-MB005,Underwater mooring,35.0,SAF-MB005,-34.10602,22.20682
SAF,OTN-Global,KM001,OTN-GlobalSAFKM001,Underwater mooring,30.8,KM001,-32.704722,28.384833
SAF,OTN-Global,SAF-FB002,OTN-GlobalSAFSAF-FB002,Underwater mooring,54.0,SAF-FB002,-34.36868,18.80307
SAF,OTN-Global,SAF-FB003,OTN-GlobalSAFSAF-FB003,Underwater mooring,61.0,SAF-FB003,-34.36905,18.79488
SAF,OTN-Global,SAF-FB004,OTN-GlobalSAFSAF-FB004,Underwater mooring,73.0,SAF-FB004,-34.36967,18.7865
SAF,OTN-Global,SAF-MB006,OTN-GlobalSAFSAF-MB006,Underwater mooring,37.0,SAF-MB006,-34.11254,22.211
SAF,OTN-Global,SAF-MB007,OTN-GlobalSAFSAF-MB007,Underwater mooring,38.0,SAF-MB007,-34.1191,22.21518
SAF,OTN-Global,SAF-FB005,OTN-GlobalSAFSAF-FB005,Underwater mooring,71.0,SAF-FB005,-34.37021,18.77812
SAF,OTN-Global,SAF-HB001,OTN-GlobalSAFSAF-HB001,Underwater mooring,29.0,SAF-HB001,-34.04449,18.30325
SAF,OTN-Global,SAF-HB002,OTN-GlobalSAFSAF-HB002,Underwater mooring,38.0,SAF-HB002,-34.04445,18.29575
SAF,OTN-Global,SAF-GB001,OTN-GlobalSAFSAF-GB001,Underwater mooring,20.0,SAF-GB001,-34.06667,22.24215
SAF,OTN-Global,SAF-GB002,OTN-GlobalSAFSAF-GB002,Underwater mooring,27.0,SAF-GB002,-34.07296,22.24687
SAF,OTN-Global,SAF-GB003,OTN-GlobalSAFSAF-GB003,Underwater mooring,30.0,SAF-GB003,-34.07895,22.25137
SAF,OTN-Global,SAF-CSB001,OTN-GlobalSAFSAF-CSB001,Underwater mooring,25.0,SAF-CSB001,-34.18228,22.1753
SAF,OTN-Global,SAF-CSB002,OTN-GlobalSAFSAF-CSB002,Underwater mooring,33.0,SAF-CSB002,-34.18782,22.1818
SAF,OTN-Global,SAF-CSB003,OTN-GlobalSAFSAF-CSB003,Underwater mooring,43.0,SAF-CSB003,-34.19321,22.18766
SAF,OTN-Global,SAF-HB003,OTN-GlobalSAFSAF-HB003,Underwater mooring,60.0,SAF-HB003,-34.04431,18.28771
SAF,OTN-Global,SAF-HB004,OTN-GlobalSAFSAF-HB004,Underwater mooring,68.0,SAF-HB004,-34.04415,18.28085
SAF,OTN-Global,SAF-MOZ001,OTN-GlobalSAFSAF-MOZ001,Underwater mooring,17.7,SAF-MOZ001,-26.85456,32.89933
SAF,OTN-Global,SAF-MOZ002,OTN-GlobalSAFSAF-MOZ002,Underwater mooring,29.1,SAF-MOZ002,-26.8545,32.90536
SAF,OTN-Global,SAF-MOZ003,OTN-GlobalSAFSAF-MOZ003,Underwater mooring,45.1,SAF-MOZ003,-26.8545,32.91139
SAF,OTN-Global,SAF-Bushmans,OTN-GlobalSAFSAF-Bushmans,Underwater mooring,1.8,SAF-Bushmans,-33.68522,26.66255
SAF,OTN-Global,SAF-Great Fish,OTN-GlobalSAFSAF-Great Fish,Underwater mooring,1.5,SAF-Great Fish,-33.49092,27.12949
SAF,OTN-Global,SAF-Kariega,OTN-GlobalSAFSAF-Kariega,Underwater mooring,1.5,SAF-Kariega,-33.67194,26.67469
SAF,OTN-Global,SAF-Kowie,OTN-GlobalSAFSAF-Kowie,Underwater mooring,1.5,SAF-Kowie,-33.59969,26.89424
SAF,OTN-Global,KM002,OTN-GlobalSAFKM002,Underwater mooring,44.1,KM002,-32.708083,28.391333
SAF,OTN-Global,KM003,OTN-GlobalSAFKM003,Underwater mooring,40.9,KM003,-32.711,28.397972
SAF,OTN-Global,SAF-CP001,OTN-GlobalSAFSAF-CP001,Underwater mooring,32.0,SAF-CP001,-34.32815,18.4748
SAF,OTN-Global,SAF-CP002,OTN-GlobalSAFSAF-CP002,Underwater mooring,50.0,SAF-CP002,-34.3275,18.48335
SAF,OTN-Global,SAF-CP003,OTN-GlobalSAFSAF-CP003,Underwater mooring,60.0,SAF-CP003,-34.32701,18.49183
SAF,OTN-Global,SAF-CP004,OTN-GlobalSAFSAF-CP004,Underwater mooring,64.0,SAF-CP004,-34.32656,18.50018
SAF,OTN-Global,SAF-CP005,OTN-GlobalSAFSAF-CP005,Underwater mooring,67.0,SAF-CP005,-34.32618,18.50856
SAF,OTN-Global,SAF-PA001,OTN-GlobalSAFSAF-PA001,Underwater mooring,28.4,SAF-PA001,-33.62376,26.89191
SAF,OTN-Global,SAF-PA002,OTN-GlobalSAFSAF-PA002,Underwater mooring,34.2,SAF-PA002,-33.62813,26.89851
SAF,OTN-Global,GSB-GSB002,OTN-GlobalSAFGSB-GSB002,Underwater mooring,29.0,GSB-GSB002,-34.70415,19.40503
SAF,OTN-Global,SAF-MOZ004,OTN-GlobalSAFSAF-MOZ004,Underwater mooring,44.9,SAF-MOZ004,-26.85447,32.91739
SAF,OTN-Global,SAF-PA003,OTN-GlobalSAFSAF-PA003,Underwater mooring,39.2,SAF-PA003,-33.63283,26.90616
SAF,OTN-Global,SAF-PA004,OTN-GlobalSAFSAF-PA004,Underwater mooring,50.2,SAF-PA004,-33.63732,26.91446
SAF,OTN-Global,SAF-PA005,OTN-GlobalSAFSAF-PA005,Underwater mooring,61.1,SAF-PA005,-33.64155,26.92158
SAF,OTN-Global,RECAPTURE-SAIAB-52-14,OTN-GlobalSAFRECAPTURE-SAIAB-52-14,Underwater mooring,NaN,RECAPTURE-SAIAB-52-14,-33.86534,25.63307
SAF,OTN-Global,RECAPTURE-SAIAB-r0-14,OTN-GlobalSAFRECAPTURE-SAIAB-r0-14,Underwater mooring,NaN,RECAPTURE-SAIAB-r0-14,-33.86534,25.63307
SAF,OTN-Global,SAF-MOZ005,OTN-GlobalSAFSAF-MOZ005,Underwater mooring,49.5,SAF-MOZ005,-26.85447,32.92342
SAF,OTN-Global,SAF-Sundays,OTN-GlobalSAFSAF-Sundays,Underwater mooring,1.5,SAF-Sundays,-33.69511,25.83502
SAF,OTN-Global,SAF-PSJ001,OTN-GlobalSAFSAF-PSJ001,Underwater mooring,20.0,SAF-PSJ001,-31.61339,29.58931
SAF,OTN-Global,SAF-PSJ002,OTN-GlobalSAFSAF-PSJ002,Underwater mooring,34.0,SAF-PSJ002,-31.61746,29.59521
SAF,OTN-Global,SAF-PSJ003,OTN-GlobalSAFSAF-PSJ003,Underwater mooring,42.0,SAF-PSJ003,-31.62116,29.60119
SAF,OTN-Global,SAF-PSJ004,OTN-GlobalSAFSAF-PSJ004,Underwater mooring,54.0,SAF-PSJ004,-31.62494,29.60773
SAF,OTN-Global,SAF-PSJ005,OTN-GlobalSAFSAF-PSJ005,Underwater mooring,70.0,SAF-PSJ005,-31.62851,29.61389
SAF,OTN-Global,RECAPTURE-SAIAB-23-14,OTN-GlobalSAFRECAPTURE-SAIAB-23-14,Underwater mooring,NaN,RECAPTURE-SAIAB-23-14,-33.72009,25.85276
SAF,OTN-Global,GSB-GSB003,OTN-GlobalSAFGSB-GSB003,Underwater mooring,29.0,GSB-GSB003,-34.71118,19.40718
SAF,OTN-Global,EST-Coega,OTN-GlobalSAFEST-Coega,Underwater mooring,3.0,EST-Coega,-33.79908,25.69785
SAF,OTN-Global,EST-Gamtoos,OTN-GlobalSAFEST-Gamtoos,Underwater mooring,1.6,EST-Gamtoos,-33.96096,25.01524
SAF,OTN-Global,EST-Gouritz,OTN-GlobalSAFEST-Gouritz,Underwater mooring,1.0,EST-Gouritz,-34.33985,21.881
SAF,OTN-Global,EST-Keiskamma,OTN-GlobalSAFEST-Keiskamma,Underwater mooring,1.3,EST-Keiskamma,-33.27771,27.48596
SAF,OTN-Global,EST-Knysna,OTN-GlobalSAFEST-Knysna,Underwater mooring,6.0,EST-Knysna,-34.06535,23.04641
SAF,OTN-Global,EST-Kromme,OTN-GlobalSAFEST-Kromme,Underwater mooring,1.8,EST-Kromme,-34.13954,24.83558
SAF,OTN-Global,EST-Mzimvubu,OTN-GlobalSAFEST-Mzimvubu,Underwater mooring,0.5,EST-Mzimvubu,-31.5952,29.52911
SAF,OTN-Global,EST-Swartkops,OTN-GlobalSAFEST-Swartkops,Underwater mooring,1.5,EST-Swartkops,-33.85946,25.6262
SAF,OTN-Global,GSB-GSB001,OTN-GlobalSAFGSB-GSB001,Underwater mooring,22.0,GSB-GSB001,-34.69697,19.40488
SAF,OTN-Global,GSB-GSB004,OTN-GlobalSAFGSB-GSB004,Underwater mooring,41.0,GSB-GSB004,-34.71837,19.40892
SAF,OTN-Global,GSB-GSB005,OTN-GlobalSAFGSB-GSB005,Underwater mooring,62.0,GSB-GSB005,-34.72553,19.41082
SAF,OTN-Global,GWE-GG001,OTN-GlobalSAFGWE-GG001,Underwater mooring,18.0,GWE-GG001,-31.293,30.0168
SAF,OTN-Global,JP-JP001,OTN-GlobalSAFJP-JP001,Underwater mooring,25.0,JP-JP001,-27.5612,32.6861
SAF,OTN-Global,JP-JP002,OTN-GlobalSAFJP-JP002,Underwater mooring,40.0,JP-JP002,-27.56112,32.69218
SAF,OTN-Global,JP-JP003,OTN-GlobalSAFJP-JP003,Underwater mooring,63.0,JP-JP003,-27.56113,32.69847
SAF,OTN-Global,JP-JP004,OTN-GlobalSAFJP-JP004,Underwater mooring,68.0,JP-JP004,-27.56118,32.70455
SAF,OTN-Global,JP-JP005,OTN-GlobalSAFJP-JP005,Underwater mooring,96.0,JP-JP005,-27.56113,32.7112
SAF,OTN-Global,SAF-AB008,OTN-GlobalSAFSAF-AB008,Underwater mooring,25.0,SAF-AB008,-33.83396,26.31708
SAF,OTN-Global,SAF-AB009,OTN-GlobalSAFSAF-AB009,Underwater mooring,22.0,SAF-AB009,-33.84197,26.31772
SAF,OTN-Global,SAF-AB010,OTN-GlobalSAFSAF-AB010,Underwater mooring,25.0,SAF-AB010,-33.84899,26.31833
SAF,OTN-Global,SAF-AB011,OTN-GlobalSAFSAF-AB011,Underwater mooring,34.0,SAF-AB011,-33.8571,26.31908
SAF,OTN-Global,SAF-AB012,OTN-GlobalSAFSAF-AB012,Underwater mooring,38.0,SAF-AB012,-33.86496,26.31999
SAF,OTN-Global,SAF-AB013,OTN-GlobalSAFSAF-AB013,Underwater mooring,42.0,SAF-AB013,-33.87194,26.32075
SAF,OTN-Global,SAF-AB014,OTN-GlobalSAFSAF-AB014,Underwater mooring,51.0,SAF-AB014,-33.87948,26.32158
SAF,OTN-Global,SAF-AB015,OTN-GlobalSAFSAF-AB015,Underwater mooring,62.0,SAF-AB015,-33.8868,26.32199
SAF,OTN-Global,SAF-MB008,OTN-GlobalSAFSAF-MB008,Underwater mooring,40.0,SAF-MB008,-34.12556,22.21933
SAF,OTN-Global,SAF-MB009,OTN-GlobalSAFSAF-MB009,Underwater mooring,42.0,SAF-MB009,-34.13199,22.22348
SAF,OTN-Global,SAF-MB010,OTN-GlobalSAFSAF-MB010,Underwater mooring,44.0,SAF-MB010,-34.1385,22.22766
SAF,OTN-Global,SAF-AB016,OTN-GlobalSAFSAF-AB016,Underwater mooring,78.0,SAF-AB016,-33.89395,26.32216
SAF,OTN-Global,SAF-AB017,OTN-GlobalSAFSAF-AB017,Underwater mooring,79.0,SAF-AB017,-33.90068,26.32248
SAF,OTN-Global,SAF-AB018,OTN-GlobalSAFSAF-AB018,Underwater mooring,91.0,SAF-AB018,-33.90823,26.32264
SAF,OTN-Global,SAF-AB019,OTN-GlobalSAFSAF-AB019,Underwater mooring,95.0,SAF-AB019,-33.91389,26.32297
SAF,OTN-Global,SAF-AB020,OTN-GlobalSAFSAF-AB020,Underwater mooring,93.0,SAF-AB020,-33.9199,26.32371
SAF,OTN-Global,SAF-MB011,OTN-GlobalSAFSAF-MB011,Underwater mooring,46.0,SAF-MB011,-34.14488,22.23176
SAF,OTN-Global,SAF-MB012,OTN-GlobalSAFSAF-MB012,Underwater mooring,48.0,SAF-MB012,-34.15143,22.23597
SAF,OTN-Global,SAF-MB010T,OTN-GlobalSAFSAF-MB010T,Underwater mooring,47.0,SAF-MB010T,-34.1385,22.22766
SAF,OTN-Global,EST-Storms River,OTN-GlobalSAFEST-Storms River,Underwater mooring,8.0,EST-Storms River,-34.01886,23.90357
SAF,OTN-Global,DUR-BRDeep,OTN-GlobalSAFDUR-BRDeep,Underwater mooring,26.0,DUR-BRDeep,-29.90783,31.05077
SAF,OTN-Global,DUR-BRShallow,OTN-GlobalSAFDUR-BRShallow,Underwater mooring,15.0,DUR-BRShallow,-29.90528,31.04613
SAF,OTN-Global,DUR-Dharb,OTN-GlobalSAFDUR-Dharb,Underwater mooring,9.0,DUR-Dharb,-29.86467,31.05718
SAF,OTN-Global,GWE-GG002,OTN-GlobalSAFGWE-GG002,Underwater mooring,29.0,GWE-GG002,-31.29557,30.02297
SAF,OTN-Global,EST-Goukou,OTN-GlobalSAFEST-Goukou,Underwater mooring,2.0,EST-Goukou,-34.36857,21.41443
SAF,OTN-Global,EST-Mngazana,OTN-GlobalSAFEST-Mngazana,Underwater mooring,1.5,EST-Mngazana,-31.68787,29.38733
SAF,OTN-Global,PR-PR001,OTN-GlobalSAFPR-PR001,Underwater mooring,19.2,PR-PR001,-30.82203,30.41302
SAF,OTN-Global,UM-UM001,OTN-GlobalSAFUM-UM001,Underwater mooring,20.0,UM-UM001,-29.61437,31.16558
SAF,OTN-Global,RECAPTURE-SAIAB-22-14,OTN-GlobalSAFRECAPTURE-SAIAB-22-14,Underwater mooring,NaN,RECAPTURE-SAIAB-22-14,-33.0057,27.82525
SAF,OTN-Global,RECAPTURE-SAIAB-38-14,OTN-GlobalSAFRECAPTURE-SAIAB-38-14,Underwater mooring,NaN,RECAPTURE-SAIAB-38-14,-33.72009,25.85276
SAF,OTN-Global,RECAPTURE-SAIAB-53-14,OTN-GlobalSAFRECAPTURE-SAIAB-53-14,Underwater mooring,NaN,RECAPTURE-SAIAB-53-14,-31.59999,29.53117
SAF,OTN-Global,RECAPTURE-SAIAB-28-14,OTN-GlobalSAFRECAPTURE-SAIAB-28-14,Underwater mooring,NaN,RECAPTURE-SAIAB-28-14,-31.59999,29.53117
SAF,OTN-Global,RECAPTURE-SAIAB-25876,OTN-GlobalSAFRECAPTURE-SAIAB-25876,Underwater mooring,NaN,RECAPTURE-SAIAB-25876,-33.4962,27.14026
SAF,OTN-Global,EST-DUI,OTN-GlobalSAFEST-DUI,Underwater mooring,1.6,EST-DUI,-34.35142,21.00866
SAF,OTN-Global,EST-Klein Brak,OTN-GlobalSAFEST-Klein Brak,Underwater mooring,2.0,EST-Klein Brak,-34.09104,22.1425
SAF,OTN-Global,EST-Tyolomnqa,OTN-GlobalSAFEST-Tyolomnqa,Underwater mooring,1.2,EST-Tyolomnqa,-33.22471,27.57863
SAF,OTN-Global,EST-Breede,OTN-GlobalSAFEST-Breede,Underwater mooring,1.5,EST-Breede,-34.3974,20.8353
SAF,OTN-Global,EST-Ntafufu,OTN-GlobalSAFEST-Ntafufu,Underwater mooring,1.5,EST-Ntafufu,-31.557,29.6258
SAF,OTN-Global,GWE-GG01,OTN-GlobalSAFGWE-GG01,Underwater mooring,18.0,GWE-GG01,-31.2929,30.0176
SAF,OTN-Global,GWE-GG02,OTN-GlobalSAFGWE-GG02,Underwater mooring,29.0,GWE-GG02,-31.2952,30.022
SAF,OTN-Global,KZN-Hibberdene,OTN-GlobalSAFKZN-Hibberdene,Underwater mooring,20.0,KZN-Hibberdene,-30.5877,30.5777
SAF,OTN-Global,KZN-Ifafa,OTN-GlobalSAFKZN-Ifafa,Underwater mooring,18.0,KZN-Ifafa,-30.4658,30.6593
SAF,OTN-Global,KZN-Mbango 1,OTN-GlobalSAFKZN-Mbango 1,Underwater mooring,20.0,KZN-Mbango 1,-30.7567,30.4584
SAF,OTN-Global,KZN-Mtwalume,OTN-GlobalSAFKZN-Mtwalume,Underwater mooring,19.0,KZN-Mtwalume,-30.5014,30.6378
SAF,OTN-Global,KZN-Mzamba,OTN-GlobalSAFKZN-Mzamba,Underwater mooring,15.0,KZN-Mzamba,-31.0926,30.195
SAF,OTN-Global,KZN-Palm beach,OTN-GlobalSAFKZN-Palm beach,Underwater mooring,14.5,KZN-Palm beach,-30.9861,30.2931
SAF,OTN-Global,KZN-Park Ryn,OTN-GlobalSAFKZN-Park Ryn,Underwater mooring,18.0,KZN-Park Ryn,-30.3392,30.74
SAF,OTN-Global,KZN-Pennington,OTN-GlobalSAFKZN-Pennington,Underwater mooring,18.0,KZN-Pennington,-30.3928,30.7021
SAF,OTN-Global,KZN-Scott,OTN-GlobalSAFKZN-Scott,Underwater mooring,12.0,KZN-Scott,-30.2795,30.7677
SAF,OTN-Global,KZN-T.O. Strand,OTN-GlobalSAFKZN-T.O. Strand,Underwater mooring,18.0,KZN-T.O. Strand,-31.0371,30.2454
SAF,OTN-Global,KZN-Umtentweni,OTN-GlobalSAFKZN-Umtentweni,Underwater mooring,17.0,KZN-Umtentweni,-30.7127,30.4892
SAF,OTN-Global,PLB-PLB001,OTN-GlobalSAFPLB-PLB001,Underwater mooring,17.0,PLB-PLB001,-34.0871,23.4011
SAF,OTN-Global,PLB-PLB002,OTN-GlobalSAFPLB-PLB002,Underwater mooring,22.0,PLB-PLB002,-34.0537,23.3966
SAF,OTN-Global,PLB-PLB003,OTN-GlobalSAFPLB-PLB003,Underwater mooring,22.0,PLB-PLB003,-34.014,23.4457
SAF,OTN-Global,PLB-PLB004,OTN-GlobalSAFPLB-PLB004,Underwater mooring,22.0,PLB-PLB004,-33.9903,23.5721
SAF,OTN-Global,SAF-RR001,OTN-GlobalSAFSAF-RR001,Underwater mooring,20.0,SAF-RR001,-27.0469,32.8653
SAF,OTN-Global,SAF-RR002,OTN-GlobalSAFSAF-RR002,Underwater mooring,30.0,SAF-RR002,-27.0469,32.8732
SAF,OTN-Global,WB-WB001,OTN-GlobalSAFWB-WB001,Underwater mooring,24.0,WB-WB001,-34.4195,19.2539
SAF,OTN-Global,WB-WB002,OTN-GlobalSAFWB-WB002,Underwater mooring,24.0,WB-WB002,-34.4206,19.2475
SAF,OTN-Global,WB-WB003,OTN-GlobalSAFWB-WB003,Underwater mooring,23.0,WB-WB003,-34.4259,19.2842
SAF,OTN-Global,WB-WB004,OTN-GlobalSAFWB-WB004,Underwater mooring,27.0,WB-WB004,-34.4362,19.2276
V2LKZNSB,SAF,V2LKZNSB-HIBBERDENE,SAFV2LKZNSBV2LKZNSB-HIBBERDENE,Underwater mooring,20.0,V2LKZNSB-HIBBERDENE,-30.5877,30.5777
V2LKZNSB,SAF,V2LKZNSB-IFAFA,SAFV2LKZNSBV2LKZNSB-IFAFA,Underwater mooring,18.0,V2LKZNSB-IFAFA,-30.4658,30.6593
V2LKZNSB,SAF,V2LKZNSB-MBANGO 1,SAFV2LKZNSBV2LKZNSB-MBANGO 1,Underwater mooring,20.0,V2LKZNSB-MBANGO 1,-30.7567,30.4584
V2LKZNSB,SAF,V2LKZNSB-MTWALUME,SAFV2LKZNSBV2LKZNSB-MTWALUME,Underwater mooring,19.0,V2LKZNSB-MTWALUME,-30.5014,30.6378
V2LKZNSB,SAF,V2LKZNSB-MZAMBA,SAFV2LKZNSBV2LKZNSB-MZAMBA,Underwater mooring,15.0,V2LKZNSB-MZAMBA,-31.0926,30.195
V2LKZNSB,SAF,V2LKZNSB-PALM BEACH,SAFV2LKZNSBV2LKZNSB-PALM BEACH,Underwater mooring,14.5,V2LKZNSB-PALM BEACH,-30.9861,30.2931
V2LKZNSB,SAF,V2LKZNSB-PARK RYN,SAFV2LKZNSBV2LKZNSB-PARK RYN,Underwater mooring,18.0,V2LKZNSB-PARK RYN,-30.3392,30.74
V2LKZNSB,SAF,V2LKZNSB-PENNINGTON,SAFV2LKZNSBV2LKZNSB-PENNINGTON,Underwater mooring,18.0,V2LKZNSB-PENNINGTON,-30.3928,30.7021
V2LKZNSB,SAF,V2LKZNSB-SCOTT,SAFV2LKZNSBV2LKZNSB-SCOTT,Underwater mooring,12.0,V2LKZNSB-SCOTT,-30.2795,30.7677
V2LKZNSB,SAF,V2LKZNSB-T.O. STRAND,SAFV2LKZNSBV2LKZNSB-T.O. STRAND,Underwater mooring,18.0,V2LKZNSB-T.O. STRAND,-31.0371,30.2454
V2LKZNSB,SAF,V2LKZNSB-UMTENTWENI,SAFV2LKZNSBV2LKZNSB-UMTENTWENI,Underwater mooring,17.0,V2LKZNSB-UMTENTWENI,-30.7127,30.4892
ADM,nep,Armitage Island,nepADMArmitage Island,Underwater mooring,NaN,Armitage Island,48.5345,-122.7956
ADM,nep,Cypress Island,nepADMCypress Island,Underwater mooring,NaN,Cypress Island,48.5957,-122.7301
ADM,nep,Freeman Island,nepADMFreeman Island,Underwater mooring,NaN,Freeman Island,48.6991,-122.9522
ADM,nep,Iceberg Point,nepADMIceberg Point,Underwater mooring,NaN,Iceberg Point,48.4234,-122.8927
ADM,nep,Lawrence Point,nepADMLawrence Point,Underwater mooring,NaN,Lawrence Point,48.6597,-122.7344
ADM,nep,Lime Kiln,nepADMLime Kiln,Underwater mooring,NaN,Lime Kiln,48.5157,-123.1529
ADM,nep,NW Blakely Dock,nepADMNW Blakely Dock,Underwater mooring,NaN,NW Blakely Dock,48.5856,-122.8173
ADM,nep,Obstruction Pass,nepADMObstruction Pass,Underwater mooring,NaN,Obstruction Pass,48.6003,-122.8305
ADM,nep,Patos Island,nepADMPatos Island,Underwater mooring,NaN,Patos Island,48.7856,-122.9705
ADM,nep,Point George,nepADMPoint George,Underwater mooring,NaN,Point George,48.5608,-122.9892
ADM,nep,Sentinel Island,nepADMSentinel Island,Underwater mooring,NaN,Sentinel Island,48.6392,-123.1643
ADM,nep,Sucia,nepADMSucia,Underwater mooring,NaN,Sucia,48.7463,-122.8993
ADM,nep,ADMIRALTY001,nepADMADMIRALTY001,Underwater mooring,60.0,ADMIRALTY001,48.07304,-122.61662
ADM,nep,ADMIRALTY002,nepADMADMIRALTY002,Underwater mooring,123.0,ADMIRALTY002,48.07201,-122.6235
ADM,nep,ADMIRALTY003,nepADMADMIRALTY003,Underwater mooring,159.0,ADMIRALTY003,48.07204,-122.62987
ADM,nep,ADMIRALTY004,nepADMADMIRALTY004,Underwater mooring,146.0,ADMIRALTY004,48.07323,-122.63297
ADM,nep,ADMIRALTY005,nepADMADMIRALTY005,Underwater mooring,128.0,ADMIRALTY005,48.07158,-122.64118
ADM,nep,ADMIRALTY006,nepADMADMIRALTY006,Underwater mooring,134.0,ADMIRALTY006,48.07332,-122.644
ADM,nep,ADMIRALTY007,nepADMADMIRALTY007,Underwater mooring,119.0,ADMIRALTY007,48.07185,-122.64923
ADM,nep,ADMIRALTY008,nepADMADMIRALTY008,Underwater mooring,86.0,ADMIRALTY008,48.07331,-122.655
ADM,nep,ADMIRALTY009,nepADMADMIRALTY009,Underwater mooring,75.0,ADMIRALTY009,48.07335,-122.66151
ADM,nep,Turn Pt Stuart Is,nepADMTurn Pt Stuart Is,Underwater mooring,NaN,Turn Pt Stuart Is,48.6883,-123.2374
ADM,nep,Yellow Island,nepADMYellow Island,Underwater mooring,NaN,Yellow Island,48.5904,-123.0336
ADM,nep,ADMIRALTY010,nepADMADMIRALTY010,Underwater mooring,79.0,ADMIRALTY010,48.07359,-122.66689
ADM,nep,ADMIRALTY011,nepADMADMIRALTY011,Underwater mooring,101.0,ADMIRALTY011,48.07327,-122.67194
ADM,nep,ADMIRALTY012,nepADMADMIRALTY012,Underwater mooring,88.0,ADMIRALTY012,48.07331,-122.67749
ADM,nep,ADMIRALTY013,nepADMADMIRALTY013,Underwater mooring,20.0,ADMIRALTY013,48.07337,-122.68244
ADM,nep,SJ013,nepADMSJ013,Underwater mooring,NaN,SJ013,48.5582,-123.1737
ADM,nep,SJ017,nepADMSJ017,Underwater mooring,NaN,SJ017,48.4796,-123.0736
ADM,nep,SJ007,nepADMSJ007,Underwater mooring,NaN,SJ007,48.6004,-122.8292
ADM,nep,ADM-test tags,nepADMADM-test tags,Underwater mooring,NaN,ADM-test tags,48.1,-122.4
ALFA,nep,NETS1,nepALFANETS1,Underwater mooring,57.0,NETS1,44.7002,-124.1495
ALFA,nep,NETS2,nepALFANETS2,Underwater mooring,60.0,NETS2,44.7002,-124.1588
ALFA,nep,NETS3,nepALFANETS3,Underwater mooring,63.0,NETS3,44.7002,-124.1685
ALFA,nep,NETS4,nepALFANETS4,Underwater mooring,65.0,NETS4,44.7002,-124.1778
ALFA,nep,NETS5,nepALFANETS5,Underwater mooring,68.0,NETS5,44.6997,-124.1875
ALFA,nep,NETS6,nepALFANETS6,Underwater mooring,69.0,NETS6,44.7,-124.1968
ALFA,nep,NETS7,nepALFANETS7,Underwater mooring,69.0,NETS7,44.7002,-124.2063
ALFA,nep,NETS8,nepALFANETS8,Underwater mooring,67.0,NETS8,44.7002,-124.2157
ALFA,nep,SETSA1,nepALFASETSA1,Underwater mooring,55.0,SETSA1,44.5583,-124.1768
ALFA,nep,SETSA2,nepALFASETSA2,Underwater mooring,57.0,SETSA2,44.5582,-124.1863
ALFA,nep,SETSA3,nepALFASETSA3,Underwater mooring,59.0,SETSA3,44.5583,-124.1958
ALFA,nep,SETSA4,nepALFASETSA4,Underwater mooring,61.0,SETSA4,44.5583,-124.2053
ALFA,nep,SETSA5,nepALFASETSA5,Underwater mooring,64.0,SETSA5,44.5583,-124.2143
ALFA,nep,SETSA6,nepALFASETSA6,Underwater mooring,68.0,SETSA6,44.5582,-124.2242
